SampleID,Location,Date,Escherichia_coli_per100ml
R1600740-15,GÄVLÄXXS,2016-09-26 20:44,50
R1600740-16,GÄVLÄXXS,2016-09-27 10:44,50
R1600740-17,GÄVLÄXXS,2016-09-27 20:44,50
R1600740-18,GÄVLÄXXS,2016-09-28 10:44,100
R1600740-19,GÄVLÄXXS,2016-09-28 20:44,100
R1600740-20,GÄVLÄXXS,2016-09-29 10:44,200
R1600740-21,GÄVLÄXXS,2016-09-29 20:44,<50
R1600740-22,GÄVLÄXXS,2016-09-30 10:44,<50
R1600740-23,GÄVLÄXXS,2016-09-30 20:44,<50
R1600740-24,GÄVLÄXXS,2016-10-01 10:44,>400
R1600740-25,GÄVLÄXXS,2016-10-01 20:44,>400
R1600740-26,GÄVLÄXXS,2016-10-02 10:44,<50
R1600763-00,GÄVLÄXXS,2016-10-04 13:51,<50
R1600763-01,GÄVLÄXXS,2016-10-04 23:44,50
R1600763-02,GÄVLÄXXS,2016-10-05 13:44,<50
R1600763-03,GÄVLÄXXS,2016-10-05 23:44,<50
R1600763-04,GÄVLÄXXS,2016-10-06 13:44,<50
R1600763-05,GÄVLÄXXS,2016-10-06 23:44,50
R1600763-06,GÄVLÄXXS,2016-10-07 13:44,100
R1600763-07,GÄVLÄXXS,2016-10-07 23:44,100
R1600763-08,GÄVLÄXXS,2016-10-08 13:44,50
R1600763-09,GÄVLÄXXS,2016-10-08 23:44,50
R1600763-10,GÄVLÄXXS,2016-10-09 13:44,<50
R1600763-11,GÄVLÄXXS,2016-10-09 23:44,50
R1600763-12,GÄVLÄXXS,2016-10-10 13:44,200
R1600763-13,GÄVLÄXXS,2016-10-10 23:44,400
R1600763-14,GÄVLÄXXS,2016-10-11 13:44,200
R1600763-15,GÄVLÄXXS,2016-10-11 23:44,<50
R1600763-16,GÄVLÄXXS,2016-10-12 13:44,<50
R1600763-17,GÄVLÄXXS,2016-10-12 23:44,200
R1600763-18,GÄVLÄXXS,2016-10-13 13:44,<50
R1600763-19,GÄVLÄXXS,2016-10-13 23:44,200
R1600763-20,GÄVLÄXXS,2016-10-14 13:44,400
R1600763-21,GÄVLÄXXS,2016-10-14 23:44,<50
R1600763-22,GÄVLÄXXS,2016-10-15 13:44,<50
R1600763-23,GÄVLÄXXS,2016-10-15 23:44,50
R1600763-24,GÄVLÄXXS,2016-10-16 13:44,50
R1600763-25,GÄVLÄXXS,2016-10-16 23:44,100
R1600763-26,GÄVLÄXXS,2016-10-17 13:44,<50
R1600763-27,GÄVLÄXXS,2016-10-17 23:44,<50
R1600763-28,GÄVLÄXXS,2016-10-18 13:44,100
R1600763-29,GÄVLÄXXS,2016-10-18 23:44,50
R1600763-30,GÄVLÄXXS,2016-10-19 13:44,100
R1600763-31,GÄVLÄXXS,2016-10-19 23:44,<50
R1600763-32,GÄVLÄXXS,2016-10-20 13:44,<50
R1600763-33,GÄVLÄXXS,2016-10-20 23:44,<50
R1600763-34,GÄVLÄXXS,2016-10-21 13:44,200
R1600763-35,GÄVLÄXXS,2016-10-21 23:44,200
R1600763-36,GÄVLÄXXS,2016-10-22 13:44,<50
R1600763-37,GÄVLÄXXS,2016-10-22 23:44,50
R1600763-38,GÄVLÄXXS,2016-10-23 13:44,>400
R1600763-39,GÄVLÄXXS,2016-10-23 23:44,50
R1600763-40,GÄVLÄXXS,2016-10-24 13:44,100
R1600763-41,GÄVLÄXXS,2016-10-24 23:44,100
R1600763-42,GÄVLÄXXS,2016-10-25 13:44,<50
R1600763-43,GÄVLÄXXS,2016-10-25 23:44,100
R1600763-44,GÄVLÄXXS,2016-10-26 13:44,<50
R1600763-45,GÄVLÄXXS,2016-10-26 23:44,<50
R1600763-46,GÄVLÄXXS,2016-10-27 13:44,<50
R1600763-47,GÄVLÄXXS,2016-10-27 23:44,>400
R1600763-48,GÄVLÄXXS,2016-10-28 13:44,100
R1600763-49,GÄVLÄXXS,2016-10-28 23:44,50
R1600763-50,GÄVLÄXXS,2016-10-29 13:44,200
R1600763-51,GÄVLÄXXS,2016-10-29 23:44,200
R1600763-52,GÄVLÄXXS,2016-10-30 13:44,400
R1600763-53,GÄVLÄXXS,2016-10-30 23:44,200
R1600763-54,GÄVLÄXXS,2016-10-31 13:44,100
R1600790-00,GÄVLÄXXS,2016-11-01 08:41,100
R1600790-01,GÄVLÄXXS,2016-11-01 18:34,100
R1600790-02,GÄVLÄXXS,2016-11-02 08:34,50
R1600790-03,GÄVLÄXXS,2016-11-02 18:34,100
R1600790-04,GÄVLÄXXS,2016-11-03 08:34,<50
R1600790-05,GÄVLÄXXS,2016-11-03 18:34,<50
R1600790-06,GÄVLÄXXS,2016-11-04 08:34,100
R1600790-07,GÄVLÄXXS,2016-11-04 18:34,50
R1600790-08,GÄVLÄXXS,2016-11-05 08:34,<50
R1600790-09,GÄVLÄXXS,2016-11-05 18:34,50
R1600790-10,GÄVLÄXXS,2016-11-06 08:34,400
R1600790-11,GÄVLÄXXS,2016-11-06 18:34,>400
R1600790-12,GÄVLÄXXS,2016-11-07 08:34,400
R1600790-13,GÄVLÄXXS,2016-11-07 18:34,>400
R1600790-14,GÄVLÄXXS,2016-11-08 08:34,200
R1600790-15,GÄVLÄXXS,2016-11-08 18:34,200
R1600790-16,GÄVLÄXXS,2016-11-09 08:34,<50
R1600790-17,GÄVLÄXXS,2016-11-09 18:34,400
R1600790-18,GÄVLÄXXS,2016-11-10 08:34,<50
R1600790-19,GÄVLÄXXS,2016-11-10 18:34,100
R1600790-20,GÄVLÄXXS,2016-11-11 08:34,<50
R1600790-21,GÄVLÄXXS,2016-11-11 18:34,50
R1600790-22,GÄVLÄXXS,2016-11-12 08:34,100
R1600790-23,GÄVLÄXXS,2016-11-12 18:34,100
R1600790-24,GÄVLÄXXS,2016-11-13 08:34,<50
R1600790-25,GÄVLÄXXS,2016-11-13 18:34,200
R1600790-26,GÄVLÄXXS,2016-11-14 08:34,<50
R1600790-27,GÄVLÄXXS,2016-11-14 18:34,<50
R1600790-28,GÄVLÄXXS,2016-11-15 08:34,<50
R1600790-29,GÄVLÄXXS,2016-11-15 18:34,<50
R1600790-30,GÄVLÄXXS,2016-11-16 08:34,100
R1600790-31,GÄVLÄXXS,2016-11-16 18:34,50
R1600790-32,GÄVLÄXXS,2016-11-17 08:34,200
R1600790-33,GÄVLÄXXS,2016-11-17 18:34,200
R1600790-34,GÄVLÄXXS,2016-11-18 08:34,400
R1600790-35,GÄVLÄXXS,2016-11-18 18:34,400
R1600790-36,GÄVLÄXXS,2016-11-19 08:34,400
R1600790-37,GÄVLÄXXS,2016-11-19 18:34,>400
R1600790-38,GÄVLÄXXS,2016-11-20 08:34,>400
R1600790-39,GÄVLÄXXS,2016-11-20 18:34,200
R1600790-40,GÄVLÄXXS,2016-11-21 08:34,200
R1600790-41,GÄVLÄXXS,2016-11-21 18:34,>400
R1600795-00,GÄVLÄXXS,2016-11-22 19:50,200
R1600795-01,GÄVLÄXXS,2016-11-23 05:43,200
R1600795-02,GÄVLÄXXS,2016-11-23 19:43,50
R1600795-03,GÄVLÄXXS,2016-11-24 05:43,200
R1600795-04,GÄVLÄXXS,2016-11-24 19:53,400
R1600795-05,GÄVLÄXXS,2016-11-25 05:43,400
R1600795-06,GÄVLÄXXS,2016-11-25 19:43,50
R1600795-07,GÄVLÄXXS,2016-11-26 05:43,100
R1600795-08,GÄVLÄXXS,2016-11-26 19:43,<50
R1600795-09,GÄVLÄXXS,2016-11-27 05:43,50
R1700105-00,GÄVLÄXXS,2016-11-28 09:57,<50
R1700105-01,GÄVLÄXXS,2016-11-28 19:51,<50
R1700105-02,GÄVLÄXXS,2016-11-29 09:51,50
R1700105-03,GÄVLÄXXS,2016-11-29 19:51,50
R1700105-04,GÄVLÄXXS,2016-11-30 09:51,50
R1700105-05,GÄVLÄXXS,2016-11-30 19:51,100
R1700105-06,GÄVLÄXXS,2016-12-01 09:51,50
R1700105-07,GÄVLÄXXS,2016-12-01 19:51,<50
R1700105-08,GÄVLÄXXS,2016-12-02 09:51,50
R1700105-09,GÄVLÄXXS,2016-12-02 19:51,50
R1700105-10,GÄVLÄXXS,2016-12-03 09:51,100
R1700105-11,GÄVLÄXXS,2016-12-03 19:51,<50
R1700105-12,GÄVLÄXXS,2016-12-04 09:51,<50
R1700105-13,GÄVLÄXXS,2016-12-04 19:51,200
R1700105-14,GÄVLÄXXS,2016-12-05 09:51,200
R1700105-15,GÄVLÄXXS,2016-12-05 19:51,50
R1700105-16,GÄVLÄXXS,2016-12-06 09:51,<50
R1700105-17,GÄVLÄXXS,2016-12-06 19:51,100
R1700105-18,GÄVLÄXXS,2016-12-07 09:51,<50
R1700105-19,GÄVLÄXXS,2016-12-07 19:51,<50
R1700105-20,GÄVLÄXXS,2016-12-08 09:51,50
R1700105-21,GÄVLÄXXS,2016-12-08 19:51,200
R1700105-22,GÄVLÄXXS,2016-12-09 09:51,100
R1700105-23,GÄVLÄXXS,2016-12-09 19:51,100
R1700105-24,GÄVLÄXXS,2016-12-10 09:51,100
R1700105-25,GÄVLÄXXS,2016-12-10 19:51,400
R1700105-26,GÄVLÄXXS,2016-12-11 09:51,100
R1700105-27,GÄVLÄXXS,2016-12-11 19:51,50
R1700105-28,GÄVLÄXXS,2016-12-12 09:51,50
R1700105-29,GÄVLÄXXS,2016-12-12 19:51,100
R1700105-30,GÄVLÄXXS,2016-12-13 09:51,50
R1700105-31,GÄVLÄXXS,2016-12-13 19:51,100
R1700105-32,GÄVLÄXXS,2016-12-14 09:51,<50
R1700105-33,GÄVLÄXXS,2016-12-14 19:51,<50
R1700105-34,GÄVLÄXXS,2016-12-15 09:51,50
R1700105-35,GÄVLÄXXS,2016-12-15 19:51,50
R1700105-36,GÄVLÄXXS,2016-12-16 09:51,50
R1700105-37,GÄVLÄXXS,2016-12-16 19:51,100
R1700105-38,GÄVLÄXXS,2016-12-17 09:51,100
R1700105-39,GÄVLÄXXS,2016-12-17 19:51,<50
R1700105-40,GÄVLÄXXS,2016-12-18 09:51,100
R1700105-41,GÄVLÄXXS,2016-12-18 19:51,<50
R1700105-42,GÄVLÄXXS,2016-12-19 09:51,<50
R1700105-43,GÄVLÄXXS,2016-12-19 19:51,<50
R1700105-44,GÄVLÄXXS,2016-12-20 09:51,100
R1700105-45,GÄVLÄXXS,2016-12-20 19:51,<50
R1700105-46,GÄVLÄXXS,2016-12-21 09:51,400
R1700105-47,GÄVLÄXXS,2016-12-21 19:51,200
R1700105-48,GÄVLÄXXS,2016-12-22 09:51,<50
R1700105-49,GÄVLÄXXS,2016-12-22 19:51,<50
R1700105-50,GÄVLÄXXS,2016-12-23 09:51,<50
R1700105-51,GÄVLÄXXS,2016-12-23 19:51,<50
R1700105-52,GÄVLÄXXS,2016-12-24 09:51,50
R1700105-53,GÄVLÄXXS,2016-12-24 19:51,100
R1700105-54,GÄVLÄXXS,2016-12-25 09:51,50
R1700105-55,GÄVLÄXXS,2016-12-25 18:51,<50
R1700307-00,GÄVLÄXXS,2016-12-26 07:49,100
R1700307-01,GÄVLÄXXS,2016-12-26 17:43,200
R1700307-02,GÄVLÄXXS,2016-12-27 07:43,400
R1700307-03,GÄVLÄXXS,2016-12-27 17:43,100
R1700307-04,GÄVLÄXXS,2016-12-28 07:43,100
R1700307-05,GÄVLÄXXS,2016-12-28 17:43,50
R1700307-06,GÄVLÄXXS,2016-12-29 07:43,200
R1700307-07,GÄVLÄXXS,2016-12-29 17:43,100
R1700307-08,GÄVLÄXXS,2016-12-30 07:43,400
R1700307-09,GÄVLÄXXS,2016-12-30 17:43,50
R1700307-10,GÄVLÄXXS,2016-12-31 07:43,50
R1700307-11,GÄVLÄXXS,2016-12-31 17:43,50
R1700307-12,GÄVLÄXXS,2017-01-01 07:43,100
R1700307-13,GÄVLÄXXS,2017-01-01 17:43,50
R1700307-14,GÄVLÄXXS,2017-01-02 07:43,50
R1700307-15,GÄVLÄXXS,2017-01-02 17:43,50
R1700307-16,GÄVLÄXXS,2017-01-03 07:43,50
R1700307-17,GÄVLÄXXS,2017-01-03 17:43,50
R1700307-18,GÄVLÄXXS,2017-01-04 07:43,50
R1700307-19,GÄVLÄXXS,2017-01-04 17:43,<50
R1700307-20,GÄVLÄXXS,2017-01-05 07:43,50
R1700307-21,GÄVLÄXXS,2017-01-05 17:43,<50
R1700307-22,GÄVLÄXXS,2017-01-06 07:43,<50
R1700307-23,GÄVLÄXXS,2017-01-06 17:43,50
R1700307-24,GÄVLÄXXS,2017-01-07 07:43,<50
R1700307-25,GÄVLÄXXS,2017-01-07 17:43,<50
R1700307-26,GÄVLÄXXS,2017-01-08 07:43,<50
R1700307-27,GÄVLÄXXS,2017-01-08 17:43,<50
R1700307-28,GÄVLÄXXS,2017-01-09 07:43,50
R1700307-29,GÄVLÄXXS,2017-01-09 17:43,200
R1700307-30,GÄVLÄXXS,2017-01-10 07:43,200
R1700307-31,GÄVLÄXXS,2017-01-10 17:43,100
R1700307-32,GÄVLÄXXS,2017-01-11 07:43,>400
R1700307-33,GÄVLÄXXS,2017-01-11 17:43,>400
R1700345-00,GÄVLÄXXS,2017-01-13 07:36,400
R1700345-01,GÄVLÄXXS,2017-01-13 17:29,100
R1700345-02,GÄVLÄXXS,2017-01-14 07:29,200
R1700345-03,GÄVLÄXXS,2017-01-14 17:29,100
R1700345-04,GÄVLÄXXS,2017-01-15 07:29,200
R1700345-05,GÄVLÄXXS,2017-01-15 17:29,400
R1700347-00,GÄVLÄXXS,2017-01-16 10:20,200
R1700347-01,GÄVLÄXXS,2017-01-16 20:14,100
R1700347-02,GÄVLÄXXS,2017-01-17 10:14,<50
R1700347-03,GÄVLÄXXS,2017-01-17 20:14,50
R1700347-04,GÄVLÄXXS,2017-01-18 10:14,<50
R1700347-05,GÄVLÄXXS,2017-01-18 20:14,100
R1700347-06,GÄVLÄXXS,2017-01-19 10:14,100
R1700347-07,GÄVLÄXXS,2017-01-19 20:14,<50
R1700347-08,GÄVLÄXXS,2017-01-20 10:14,<50
R1700347-09,GÄVLÄXXS,2017-01-20 20:14,<50
R1700347-10,GÄVLÄXXS,2017-01-21 10:14,<50
R1700347-11,GÄVLÄXXS,2017-01-21 20:14,<50
R1700347-12,GÄVLÄXXS,2017-01-22 10:14,50
R1700347-13,GÄVLÄXXS,2017-01-22 20:14,<50
R1700347-14,GÄVLÄXXS,2017-01-23 10:14,<50
R1700347-15,GÄVLÄXXS,2017-01-23 20:14,50
R1700347-16,GÄVLÄXXS,2017-01-24 10:14,<50
R1700347-17,GÄVLÄXXS,2017-01-24 20:14,<50
R1700347-18,GÄVLÄXXS,2017-01-25 10:14,<50
R1700347-19,GÄVLÄXXS,2017-01-25 20:14,50
R1700347-20,GÄVLÄXXS,2017-01-26 10:14,<50
R1700347-21,GÄVLÄXXS,2017-01-26 20:14,50
R1700347-22,GÄVLÄXXS,2017-01-27 10:14,<50
R1700347-23,GÄVLÄXXS,2017-01-27 20:14,100
R1700347-24,GÄVLÄXXS,2017-01-28 10:14,<50
R1700347-25,GÄVLÄXXS,2017-01-28 20:14,<50
R1700347-26,GÄVLÄXXS,2017-01-29 10:14,<50
R1700347-27,GÄVLÄXXS,2017-01-29 20:14,100
R1700347-28,GÄVLÄXXS,2017-01-30 10:14,<50
R1700347-29,GÄVLÄXXS,2017-01-30 20:14,<50
R1700347-30,GÄVLÄXXS,2017-01-31 10:14,<50
R1700347-31,GÄVLÄXXS,2017-01-31 20:14,50
R1700347-32,GÄVLÄXXS,2017-02-01 10:14,<50
R1700347-33,GÄVLÄXXS,2017-02-01 20:14,<50
R1700347-34,GÄVLÄXXS,2017-02-02 10:14,<50
R1700347-35,GÄVLÄXXS,2017-02-02 20:14,50
R1700347-36,GÄVLÄXXS,2017-02-03 10:14,200
R1700347-37,GÄVLÄXXS,2017-02-03 20:14,<50
R1700347-38,GÄVLÄXXS,2017-02-04 10:14,50
R1700347-39,GÄVLÄXXS,2017-02-04 20:14,<50
R1700347-40,GÄVLÄXXS,2017-02-05 10:14,<50
R1700347-41,GÄVLÄXXS,2017-02-05 20:14,100
R1700347-42,GÄVLÄXXS,2017-02-06 10:14,50
R1700347-43,GÄVLÄXXS,2017-02-06 20:14,<50
R1700347-44,GÄVLÄXXS,2017-02-07 10:14,100
R1700347-45,GÄVLÄXXS,2017-02-07 20:14,<50
R1700347-46,GÄVLÄXXS,2017-02-08 10:14,100
R1700347-47,GÄVLÄXXS,2017-02-08 20:14,<50
R1700347-48,GÄVLÄXXS,2017-02-09 10:14,<50
R1700347-49,GÄVLÄXXS,2017-02-09 20:14,<50
R1700347-50,GÄVLÄXXS,2017-02-10 10:14,50
R1700347-51,GÄVLÄXXS,2017-02-10 20:14,<50
R1700347-52,GÄVLÄXXS,2017-02-11 10:14,400
R1700347-53,GÄVLÄXXS,2017-02-11 20:14,<50
R1700347-54,GÄVLÄXXS,2017-02-12 10:14,50
R1700347-55,GÄVLÄXXS,2017-02-12 19:14,100
R1700395-00,GÄVLÄXXS,2017-02-13 12:25,<50
R1700395-01,GÄVLÄXXS,2017-02-13 22:18,<50
R1700395-02,GÄVLÄXXS,2017-02-14 12:18,<50
R1700395-03,GÄVLÄXXS,2017-02-14 22:18,<50
R1700395-04,GÄVLÄXXS,2017-02-15 12:18,50
R1700395-05,GÄVLÄXXS,2017-02-15 22:18,<50
R1700395-06,GÄVLÄXXS,2017-02-16 12:18,50
R1700395-07,GÄVLÄXXS,2017-02-16 22:18,<50
R1700395-08,GÄVLÄXXS,2017-02-17 12:18,100
R1700395-09,GÄVLÄXXS,2017-02-17 22:18,<50
R1700395-10,GÄVLÄXXS,2017-02-18 12:18,<50
R1700395-11,GÄVLÄXXS,2017-02-18 22:18,50
R1700395-12,GÄVLÄXXS,2017-02-19 12:18,<50
R1700395-13,GÄVLÄXXS,2017-02-19 22:18,<50
R1700395-14,GÄVLÄXXS,2017-02-20 12:18,100
R1700395-15,GÄVLÄXXS,2017-02-20 22:18,100
R1700395-16,GÄVLÄXXS,2017-02-21 12:18,200
R1700395-17,GÄVLÄXXS,2017-02-21 22:18,<50
R1700395-18,GÄVLÄXXS,2017-02-22 12:18,<50
R1700395-19,GÄVLÄXXS,2017-02-22 22:18,50
R1700395-20,GÄVLÄXXS,2017-02-23 12:18,50
R1700395-21,GÄVLÄXXS,2017-02-23 22:18,400
R1700395-22,GÄVLÄXXS,2017-02-24 12:18,<50
R1700395-23,GÄVLÄXXS,2017-02-24 22:18,<50
R1700395-24,GÄVLÄXXS,2017-02-25 12:18,<50
R1700395-25,GÄVLÄXXS,2017-02-25 22:18,50
R1700395-26,GÄVLÄXXS,2017-02-26 12:18,50
R1700395-27,GÄVLÄXXS,2017-02-26 22:18,<50
R1700395-28,GÄVLÄXXS,2017-02-27 12:18,<50
R1700395-29,GÄVLÄXXS,2017-02-27 22:18,50
R1700395-30,GÄVLÄXXS,2017-02-28 12:18,<50
R1700395-31,GÄVLÄXXS,2017-02-28 22:18,50
R1700395-32,GÄVLÄXXS,2017-03-01 12:18,50
R1700395-33,GÄVLÄXXS,2017-03-01 22:18,<50
R1700395-34,GÄVLÄXXS,2017-03-02 12:18,200
R1700395-35,GÄVLÄXXS,2017-03-02 22:18,50
R1700395-36,GÄVLÄXXS,2017-03-03 12:18,100
R1700395-37,GÄVLÄXXS,2017-03-03 22:18,50
R1700395-38,GÄVLÄXXS,2017-03-04 12:18,50
R1700395-39,GÄVLÄXXS,2017-03-04 22:18,100
R1700395-40,GÄVLÄXXS,2017-03-05 12:18,100
R1700395-41,GÄVLÄXXS,2017-03-05 22:18,200
R1700395-42,GÄVLÄXXS,2017-03-06 12:18,100
R1700395-43,GÄVLÄXXS,2017-03-06 22:18,50
R1700395-44,GÄVLÄXXS,2017-03-07 12:18,100
R1700395-45,GÄVLÄXXS,2017-03-07 22:18,<50
R1700395-46,GÄVLÄXXS,2017-03-08 12:18,<50
R1700395-47,GÄVLÄXXS,2017-03-08 22:18,<50
R1700395-48,GÄVLÄXXS,2017-03-09 12:18,<50
R1700395-49,GÄVLÄXXS,2017-03-09 22:18,<50
R1700395-50,GÄVLÄXXS,2017-03-10 12:18,100
R1700395-51,GÄVLÄXXS,2017-03-10 22:18,50
R1700395-52,GÄVLÄXXS,2017-03-11 12:18,50
R1700395-53,GÄVLÄXXS,2017-03-11 22:18,50
R1700395-54,GÄVLÄXXS,2017-03-12 12:18,50
R1700418-00,GÄVLÄXXS,2017-03-13 09:20,<50
R1700418-01,GÄVLÄXXS,2017-03-13 19:13,<50
R1700418-02,GÄVLÄXXS,2017-03-14 09:13,100
R1700418-03,GÄVLÄXXS,2017-03-14 19:13,<50
R1700418-04,GÄVLÄXXS,2017-03-15 09:13,<50
R1700418-05,GÄVLÄXXS,2017-03-15 19:13,<50
R1700418-06,GÄVLÄXXS,2017-03-16 09:13,<50
R1700418-07,GÄVLÄXXS,2017-03-16 19:13,<50
R1700418-08,GÄVLÄXXS,2017-03-17 09:13,<50
R1700418-09,GÄVLÄXXS,2017-03-17 19:13,<50
R1700418-10,GÄVLÄXXS,2017-03-18 09:13,50
R1700418-11,GÄVLÄXXS,2017-03-18 19:13,<50
R1700418-12,GÄVLÄXXS,2017-03-19 09:13,<50
R1700418-13,GÄVLÄXXS,2017-03-19 19:13,<50
R1700418-14,GÄVLÄXXS,2017-03-20 09:13,<50
R1700418-15,GÄVLÄXXS,2017-03-20 19:13,<50
R1700418-16,GÄVLÄXXS,2017-03-21 09:13,<50
R1700418-17,GÄVLÄXXS,2017-03-21 19:13,<50
R1700418-18,GÄVLÄXXS,2017-03-22 09:13,<50
R1700418-19,GÄVLÄXXS,2017-03-22 19:13,<50
R1700418-20,GÄVLÄXXS,2017-03-23 09:13,50
R1700418-21,GÄVLÄXXS,2017-03-23 19:13,50
R1700418-22,GÄVLÄXXS,2017-03-24 09:13,<50
R1700418-23,GÄVLÄXXS,2017-03-24 19:13,<50
R1700418-24,GÄVLÄXXS,2017-03-25 09:13,<50
R1700418-25,GÄVLÄXXS,2017-03-25 19:13,<50
R1700418-26,GÄVLÄXXS,2017-03-26 09:13,<50
R1700418-27,GÄVLÄXXS,2017-03-26 19:13,<50
R1700418-28,GÄVLÄXXS,2017-03-27 09:13,<50
R1700418-29,GÄVLÄXXS,2017-03-27 19:13,<50
R1700418-30,GÄVLÄXXS,2017-03-28 09:13,50
R1700418-31,GÄVLÄXXS,2017-03-28 19:13,<50
R1700418-32,GÄVLÄXXS,2017-03-29 09:13,<50
R1700418-33,GÄVLÄXXS,2017-03-29 19:13,<50
R1700418-34,GÄVLÄXXS,2017-03-30 09:13,<50
R1700418-35,GÄVLÄXXS,2017-03-30 19:13,<50
R1700418-36,GÄVLÄXXS,2017-03-31 09:13,<50
R1700418-37,GÄVLÄXXS,2017-03-31 19:13,50
R1700418-38,GÄVLÄXXS,2017-04-01 09:13,400
R1700418-39,GÄVLÄXXS,2017-04-01 19:13,50
R1700418-40,GÄVLÄXXS,2017-04-02 09:13,200
R1700418-41,GÄVLÄXXS,2017-04-02 19:13,<50
R1700418-42,GÄVLÄXXS,2017-04-03 09:13,50
R1700418-43,GÄVLÄXXS,2017-04-03 19:13,<50
R1700418-44,GÄVLÄXXS,2017-04-04 09:13,<50
R1700418-45,GÄVLÄXXS,2017-04-04 19:13,<50
R1700418-46,GÄVLÄXXS,2017-04-05 09:13,50
R1700418-47,GÄVLÄXXS,2017-04-05 19:13,50
R1700418-48,GÄVLÄXXS,2017-04-06 09:13,<50
R1700418-49,GÄVLÄXXS,2017-04-06 19:13,<50
R1700418-50,GÄVLÄXXS,2017-04-07 09:13,<50
R1700418-51,GÄVLÄXXS,2017-04-07 19:13,50
R1700418-52,GÄVLÄXXS,2017-04-08 09:13,<50
R1700418-53,GÄVLÄXXS,2017-04-08 19:13,<50
R1700418-54,GÄVLÄXXS,2017-04-09 09:13,<50
R1700418-55,GÄVLÄXXS,2017-04-09 18:13,<50
R1700442-00,GÄVLÄXXS,2017-04-10 09:33,<50
R1700442-01,GÄVLÄXXS,2017-04-10 19:26,50
R1700442-02,GÄVLÄXXS,2017-04-11 09:26,<50
R1700442-03,GÄVLÄXXS,2017-04-11 19:26,<50
R1700442-04,GÄVLÄXXS,2017-04-12 09:26,50
R1700442-05,GÄVLÄXXS,2017-04-12 19:26,<50
R1700442-06,GÄVLÄXXS,2017-04-13 09:26,<50
R1700442-07,GÄVLÄXXS,2017-04-13 19:26,400
R1700442-08,GÄVLÄXXS,2017-04-14 09:26,<50
R1700442-09,GÄVLÄXXS,2017-04-14 19:26,100
R1700442-10,GÄVLÄXXS,2017-04-15 09:26,<50
R1700442-11,GÄVLÄXXS,2017-04-15 19:26,<50
R1700442-12,GÄVLÄXXS,2017-04-16 09:26,400
R1700442-13,GÄVLÄXXS,2017-04-16 19:26,<50
R1700442-14,GÄVLÄXXS,2017-04-17 09:26,<50
R1700442-15,GÄVLÄXXS,2017-04-17 19:26,<50
R1700442-16,GÄVLÄXXS,2017-04-18 09:26,<50
R1700442-17,GÄVLÄXXS,2017-04-18 19:26,50
R1700442-18,GÄVLÄXXS,2017-04-19 09:26,<50
R1700442-19,GÄVLÄXXS,2017-04-19 19:26,<50
R1700442-20,GÄVLÄXXS,2017-04-20 09:26,<50
R1700442-21,GÄVLÄXXS,2017-04-20 19:26,<50
R1700442-22,GÄVLÄXXS,2017-04-21 09:26,<50
R1700442-23,GÄVLÄXXS,2017-04-21 19:26,50
R1700442-24,GÄVLÄXXS,2017-04-22 09:26,<50
R1700442-25,GÄVLÄXXS,2017-04-22 19:26,<50
R1700442-26,GÄVLÄXXS,2017-04-23 09:26,<50
R1700442-27,GÄVLÄXXS,2017-04-23 19:26,<50
R1700442-28,GÄVLÄXXS,2017-04-24 09:26,<50
R1700442-29,GÄVLÄXXS,2017-04-24 19:26,<50
R1700442-30,GÄVLÄXXS,2017-04-25 09:26,<50
R1700442-31,GÄVLÄXXS,2017-04-25 19:26,>400
R1700442-32,GÄVLÄXXS,2017-04-26 09:26,100
R1700442-33,GÄVLÄXXS,2017-04-26 19:26,50
R1700442-34,GÄVLÄXXS,2017-04-27 09:26,50
R1700442-35,GÄVLÄXXS,2017-04-27 19:26,50
R1700442-36,GÄVLÄXXS,2017-04-28 09:26,<50
R1700442-37,GÄVLÄXXS,2017-04-28 19:26,<50
R1700442-38,GÄVLÄXXS,2017-04-29 09:26,<50
R1700442-39,GÄVLÄXXS,2017-04-29 19:26,<50
R1700442-40,GÄVLÄXXS,2017-04-30 09:26,<50
R1700442-41,GÄVLÄXXS,2017-04-30 19:26,<50
R1700442-42,GÄVLÄXXS,2017-05-01 09:26,<50
R1700442-43,GÄVLÄXXS,2017-05-01 19:26,<50
R1700442-44,GÄVLÄXXS,2017-05-02 09:26,<50
R1700442-45,GÄVLÄXXS,2017-05-02 19:26,<50
R1700442-46,GÄVLÄXXS,2017-05-03 09:26,<50
R1700442-47,GÄVLÄXXS,2017-05-03 19:26,<50
R1700442-48,GÄVLÄXXS,2017-05-04 09:26,<50
R1700442-49,GÄVLÄXXS,2017-05-04 19:26,<50
R1700442-50,GÄVLÄXXS,2017-05-05 09:26,<50
R1700442-51,GÄVLÄXXS,2017-05-05 19:26,<50
R1700442-52,GÄVLÄXXS,2017-05-06 09:26,<50
R1700442-53,GÄVLÄXXS,2017-05-06 19:26,<50
R1700442-54,GÄVLÄXXS,2017-05-07 09:26,<50
R1700442-55,GÄVLÄXXS,2017-05-07 18:26,<50
R1700469-00,GÄVLÄXXS,2017-05-08 09:12,<50
R1700469-01,GÄVLÄXXS,2017-05-08 19:05,<50
R1700469-02,GÄVLÄXXS,2017-05-09 09:05,100
R1700469-03,GÄVLÄXXS,2017-05-09 19:05,50
R1700469-04,GÄVLÄXXS,2017-05-10 09:05,<50
